"bioprocess engineering","chemical biology","4"
"bioprocess engineering","electrochemical science & eng.","1"
"bioprocess engineering","energy efficiency","1"
"bioprocess engineering","information & knowledge mgmt","1"
"bioprocess engineering","microsystems","6"
"bioprocess engineering","psychology","1"
"bioprocess engineering","separation processes","2"
"bioprocess engineering","sustainable energy vectors","2"
"bioprocess engineering","transport ops & management","1"
"building ops & management","carbon capture & storage","4"
"building ops & management","design of process systems","7"
"building ops & management","energy efficiency","39"
"building ops & management","reactor engineering","3"
"carbon capture & storage","catalysis & applied catalysis","22"
"carbon capture & storage","mobile computing","1"
"carbon capture & storage","reactor engineering","10"
"catalysis & applied catalysis","design processes","16"
"catalysis & applied catalysis","sustainable energy networks","1"
"catalysis & applied catalysis","waste management","2"
"chemical biology","design processes","6"
"chemical biology","heat & mass transfer","1"
"chemical biology","materials synthesis & growth","5"
"chemical biology","mobile computing","1"
"chemical biology","reactor engineering","1"
"chemical biology","sustainable energy networks","1"
"chemical biology","transport ops & management","1"
"design engineering","design of process systems","2"
"design engineering","electrochemical science & eng.","2"
"design engineering","energy efficiency","11"
"design engineering","heat & mass transfer","1"
"design engineering","mobile computing","17"
"design engineering","separation processes","1"
"design engineering","waste management","1"
"design of process systems","energy efficiency","9"
"design of process systems","psychology","1"
"design of process systems","transport ops & management","1"
"design processes","electrochemical science & eng.","2"
"design processes","energy efficiency","8"
"design processes","heat & mass transfer","3"
"design processes","microsystems","4"
"design processes","psychology","6"
"design processes","separation processes","2"
"design processes","sustainable energy vectors","2"
"design processes","transport ops & management","4"
"electrochemical science & eng.","energy - conventional","1"
"electrochemical science & eng.","mobile computing","1"
"electrochemical science & eng.","reactor engineering","6"
"energy - conventional","fuel cell technologies","2"
"energy - conventional","information & knowledge mgmt","3"
"energy - conventional","microsystems","1"
"energy - conventional","psychology","2"
"energy - conventional","separation processes","2"
"energy - conventional","sustainable energy vectors","4"
"energy - conventional","transport ops & management","5"
"energy efficiency","information & knowledge mgmt","18"
"energy efficiency","psychology","4"
"energy efficiency","sustainable energy vectors","32"
"fuel cell technologies","information & knowledge mgmt","4"
"fuel cell technologies","psychology","1"
"fuel cell technologies","sustainable energy networks","11"
"heat & mass transfer","information & knowledge mgmt","1"
"heat & mass transfer","mobile computing","1"
"heat & mass transfer","reactor engineering","19"
"manufact. enterprise ops& mgmt","microsystems","10"
"manufact. enterprise ops& mgmt","sustainable energy vectors","5"
"manufact. enterprise ops& mgmt","waste management","3"
"manufacturing machine & plant","psychology","1"
"manufacturing machine & plant","sustainable energy networks","5"
"manufacturing machine & plant","transport ops & management","7"
"materials synthesis & growth","psychology","1"
"materials synthesis & growth","synthetic biology","7"
"microsystems","psychology","1"
"microsystems","sustainable energy networks","1"
"microsystems","transport ops & management","1"
"mobile computing","psychology","13"
"mobile computing","separation processes","1"
"mobile computing","sustainable energy vectors","3"
"mobile computing","transport ops & management","15"
"psychology","reactor engineering","1"
"psychology","sustainable energy networks","4"
"psychology","synthetic biology","1"
"psychology","waste management","1"
"reactor engineering","synthetic biology","2"
"separation processes","sustainable energy networks","1"
"sustainable energy networks","sustainable energy vectors","32"
"sustainable energy vectors","synthetic biology","5"
"synthetic biology","transport ops & management","1"
"materials processing","optoelect. devices & circuits","24"
"co-ordination chemistry","medical science & disease","1"
"gas & solution phase reactions","medical science & disease","2"
"biophysics","catalysis & applied catalysis","4"
"analytical science","gas & solution phase reactions","16"
"biophysics","quantum fluids & solids","5"
"aerodynamics","fusion","9"
"aerodynamics","plasmas - technological","9"
"analytical science","carbon capture & storage","4"
"analytical science","oil & gas extraction","3"
"biomaterials","instrumentation eng. & dev.","19"
"electronic devices & subsys.","energy storage","10"
"electronic devices & subsys.","fuel cell technologies","2"
"electronic devices & subsys.","materials testing & eng.","8"
"energy storage","eng. dynamics & tribology","13"
"energy storage","med.instrument.device& equip.","5"
"fuel cell technologies","image & vision computing","4"
"image & vision computing","manufacturing machine & plant","25"
"materials testing & eng.","oil & gas extraction","13"
"complex fluids & soft solids","eng. dynamics & tribology","8"
"bioenergy","transport ops & management","3"
"coal technology","transport ops & management","1"
"food processing","manufacturing machine & plant","5"
"catalysis & applied catalysis","chemical structure","16"
"drug formulation & delivery","manufact. enterprise ops& mgmt","11"
"robotics & autonomy","theoretical biology","2"
"theoretical biology","vision & senses - ict appl.","2"
"artificial intelligence","cognitive science appl. in ict","4"
"biomedical neuroscience","cognitive science appl. in ict","2"
"biomedical neuroscience","medical science & disease","6"
"cognitive science appl. in ict","human-computer interactions","5"
"cognitive science appl. in ict","new & emerging comp. paradigms","2"
"human-computer interactions","medical science & disease","2"
"medical science & disease","new & emerging comp. paradigms","2"
"new & emerging comp. paradigms","vision & senses - ict appl.","2"
"artificial intelligence","vision & senses - ict appl.","8"
"biomedical neuroscience","vision & senses - ict appl.","5"
"medical science & disease","vision & senses - ict appl.","3"
"energy storage","solar technology","15"
"energy - conventional","energy - nuclear","3"
"fuel cell technologies","materials processing","10"
"separation processes","water engineering","3"
"microsystems","separation processes","7"
"bioenergy","power systems plant","4"
"bioprocess engineering","carbon capture & storage","4"
"bioprocess engineering","power sys man, prot & control","2"
"bioprocess engineering","solar technology","3"
"carbon capture & storage","power sys man, prot & control","3"
"design of process systems","energy - conventional","5"
"design of process systems","power systems plant","2"
"energy - conventional","power sys man, prot & control","4"
"energy storage","power systems plant","6"
"manufacturing machine & plant","power systems plant","6"
"power systems plant","solar technology","2"
"diamond light source","med.instrument.device& equip.","1"
"energy - conventional","energy efficiency","16"
"bioinformatics","biomaterials","4"
"bioinformatics","image & vision computing","2"
"bioinformatics","med.instrument.device& equip.","11"
"bioinformatics","novel industrial products","3"
"biomaterials","medical science & disease","4"
"biomaterials","novel industrial products","3"
"drug formulation & delivery","medical imaging","20"
"drug formulation & delivery","novel industrial products","3"
"image & vision computing","novel industrial products","1"
"instrumentation eng. & dev.","medical science & disease","5"
"med.instrument.device& equip.","new media/web-based studies","3"
"medical imaging","medical science & disease","4"
"medical imaging","tissue engineering","16"
"new media/web-based studies","novel industrial products","3"
"novel industrial products","tissue engineering","3"
"manufacturing machine & plant","numerical analysis","11"
"artificial intelligence","digital art & design","2"
"artificial intelligence","new media/web-based studies","4"
"computer graphics & visual.","design engineering","3"
"computer graphics & visual.","human communication in ict","5"
"computer graphics & visual.","media & communication studies","1"
"computer graphics & visual.","multimedia","11"
"design & testing technology","digital art & design","1"
"design & testing technology","digital signal processing","2"
"design & testing technology","information & knowledge mgmt","13"
"design & testing technology","music & acoustic technology","1"
"design & testing technology","statistics & appl. probability","4"
"design engineering","digital signal processing","2"
"design engineering","multimedia","1"
"design engineering","new media/web-based studies","1"
"digital art & design","digital arts htp","3"
"digital art & design","information & knowledge mgmt","2"
"digital art & design","networks & distributed systems","2"
"digital art & design","transport ops & management","1"
"digital arts htp","human communication in ict","1"
"digital arts htp","information & knowledge mgmt","1"
"digital arts htp","mobile computing","1"
"digital arts htp","music & acoustic technology","1"
"digital arts htp","statistics & appl. probability","1"
"digital signal processing","human communication in ict","4"
"digital signal processing","media & communication studies","1"
"digital signal processing","music & acoustic technology","16"
"digital signal processing","transport ops & management","1"
"human communication in ict","media & communication studies","1"
"human communication in ict","multimedia","1"
"human communication in ict","networks & distributed systems","13"
"information & knowledge mgmt","multimedia","6"
"media & communication studies","new media/web-based studies","4"
"mobile computing","multimedia","3"
"mobile computing","new media/web-based studies","2"
"multimedia","statistics & appl. probability","2"
"music & acoustic technology","networks & distributed systems","2"
"music & acoustic technology","statistics & appl. probability","1"
"networks & distributed systems","new media/web-based studies","4"
"new media/web-based studies","transport ops & management","1"
"fundamentals of computing","mathematical analysis","3"
"acoustics","high performance computing","26"
"biophysics","complex fluids & soft solids","31"
"artificial intelligence","statistics & appl. probability","32"
"human-computer interactions","instrumentation eng. & dev.","8"
"instrumentation eng. & dev.","networks & distributed systems","7"
"networks & distributed systems","statistics & appl. probability","24"
"medical science & disease","optoelect. devices & circuits","2"
"manufact. enterprise ops& mgmt","particle technology","11"
"design & testing technology","human-computer interactions","7"
"design processes","human communication in ict","18"
"fuel cell technologies","ground engineering","1"
"computer graphics & visual.","information & knowledge mgmt","27"
"design processes","high performance computing","3"
"high performance computing","human-computer interactions","1"
"high performance computing","robotics & autonomy","1"
"human-computer interactions","robotics & autonomy","22"
"climate & climate change","energy - nuclear","8"
"coastal & waterway engineering","energy - nuclear","8"
"energy - nuclear","land - ocean interactions","8"
"acoustics","materials testing & eng.","9"
"aerodynamics","urban & land management","16"
"analytical science","microsystems","5"
"bioelectronic devices","chemical synthetic methodology","2"
"bioelectronic devices","system on chip","1"
"chemical structure","med.instrument.device& equip.","3"
"chemical structure","optical devices & subsystems","8"
"chemical synthetic methodology","digital signal processing","3"
"chemical synthetic methodology","robotics & autonomy","3"
"digital signal processing","med.instrument.device& equip.","16"
"electronic devices & subsys.","med.instrument.device& equip.","13"
"instrumentation eng. & dev.","system on chip","2"
"med.instrument.device& equip.","system on chip","2"
"medical imaging","optoelect. devices & circuits","4"
"optical devices & subsystems","robotics & autonomy","4"
"robotics & autonomy","system on chip","2"
"electronic devices & subsys.","magnetism/magnetic phenomena","6"
"artificial intelligence","biomechanics & rehabilitation","9"
"control engineering","human-computer interactions","14"
"energy efficiency","urban & land management","37"
"chemical structure","design of process systems","5"
"chemical structure","particle technology","6"
"design of process systems","physical organic chemistry","4"
"materials characterisation","particle technology","14"
"computer sys. & architecture","robotics & autonomy","1"
"electronic devices & subsys.","robotics & autonomy","6"
"computer sys. & architecture","vlsi design","11"
"energy efficiency","multiphase flow","2"
"gas & solution phase reactions","multiphase flow","12"
"continuum mechanics","mathematical physics","42"
"logic & combinatorics","mathematical physics","42"
"mathematical physics","non-linear systems mathematics","42"
"continuum mechanics","mathematical analysis","45"
"mathematical analysis","non-linear systems mathematics","47"
"logic & combinatorics","mathematical analysis","42"
"logic & combinatorics","numerical analysis","41"
"human communication in ict","image & vision computing","2"
"analytical science","bioinformatics","5"
"analytical science","chemical biology","17"
"analytical science","non-linear systems mathematics","3"
"analytical science","theoretical biology","1"
"bioelectronic devices","bioinformatics","4"
"bioelectronic devices","complex fluids & soft solids","4"
"bioelectronic devices","information & knowledge mgmt","4"
"bioelectronic devices","theoretical biology","4"
"bioinformatics","complex fluids & soft solids","4"
"bioinformatics","non-linear systems mathematics","1"
"bioinformatics","theoretical biology","5"
"biological & medicinal chem.","complexity science","1"
"biological & medicinal chem.","information & knowledge mgmt","5"
"biological & medicinal chem.","medical science & disease","2"
"biological & medicinal chem.","population ecology","1"
"biological & medicinal chem.","theoretical biology","1"
"chemical biology","complexity science","1"
"chemical biology","med.instrument.device& equip.","6"
"chemical biology","statistics & appl. probability","4"
"complex fluids & soft solids","genomics","4"
"complex fluids & soft solids","statistics & appl. probability","6"
"complexity science","tissue engineering","2"
"genomics","non-linear systems mathematics","1"
"genomics","theoretical biology","5"
"information & knowledge mgmt","theoretical biology","4"
"med.instrument.device& equip.","statistics & appl. probability","21"
"population ecology","theoretical biology","5"
"theoretical biology","tissue engineering","2"
"quantum optics & information","scattering & spectroscopy","3"
"acoustics","control engineering","10"
"control engineering","eng. dynamics & tribology","9"
"design engineering","non-linear systems mathematics","4"
"civil engineering materials","structural engineering","21"
"energy storage","structural engineering","1"
"asymmetric chemistry","catalysis & applied catalysis","5"
"energy efficiency","manufact. enterprise ops& mgmt","14"
"mathematical physics","statistics & appl. probability","34"
"fluid dynamics","particle technology","8"
"acoustics","design engineering","6"
"aerodynamics","transport ops & management","7"
"cognitive science appl. in ict","robotics & autonomy","5"
"analytical science","materials processing","9"
"building ops & management","control engineering","3"
"building ops & management","mobile computing","12"
"complexity science","control engineering","8"
"control engineering","psychology","1"
"design engineering","psychology","10"
"networks & distributed systems","psychology","9"
"catalysis & applied catalysis","lasers & optics","1"
"catalysis & applied catalysis","optical devices & subsystems","13"
"catalysis & applied catalysis","quantum optics & information","1"
"energy - nuclear","light-matter interactions","1"
"energy - nuclear","optical phenomena","1"
"energy - nuclear","plasmas - laser & fusion","2"
"lasers & optics","light-matter interactions","5"
"lasers & optics","plasmas - laser & fusion","14"
"light-matter interactions","optical devices & subsystems","6"
"light-matter interactions","optoelect. devices & circuits","3"
"light-matter interactions","solar technology","1"
"materials characterisation","plasmas - laser & fusion","7"
"optical phenomena","plasmas - laser & fusion","3"
"optical phenomena","solar technology","3"
"plasmas - laser & fusion","solar technology","1"
"analytical science","music & acoustic technology","1"
"chemical structure","image & vision computing","1"
"chemical structure","optoelect. devices & circuits","15"
"music & acoustic technology","optical devices & subsystems","1"
"algebra & geometry","manufacturing machine & plant","5"
"manufacturing machine & plant","mathematical analysis","1"
"ground engineering","numerical analysis","5"
"algebra & geometry","non-linear systems mathematics","44"
"civil engineering materials","complexity science","2"
"civil engineering materials","human geography (general)","1"
"civil engineering materials","robotics & autonomy","3"
"civil engineering materials","sustainable energy networks","4"
"complexity science","human geography (general)","17"
"complexity science","sociology","17"
"design & testing technology","environmental planning","3"
"design & testing technology","human geography (general)","3"
"design & testing technology","sociology","3"
"design & testing technology","sustainable energy networks","5"
"environmental planning","human geography (general)","17"
"environmental planning","robotics & autonomy","3"
"environmental planning","structural engineering","2"
"environmental planning","transport ops & management","17"
"ground engineering","human geography (general)","6"
"ground engineering","robotics & autonomy","5"
"ground engineering","sustainable energy networks","11"
"human geography (general)","management & business studies","17"
"human geography (general)","sociology","17"
"human geography (general)","sustainable energy networks","17"
"human geography (general)","urban & land management","17"
"management & business studies","sociology","17"
"management & business studies","sustainable energy networks","29"
"robotics & autonomy","structural engineering","2"
"sociology","structural engineering","2"
"sociology","transport ops & management","17"
"structural engineering","sustainable energy networks","7"
"biological & medicinal chem.","catalysis & applied catalysis","1"
"biological & medicinal chem.","chemical biology","8"
"biological & medicinal chem.","structural biology","1"
"biophysics","chemical biology","4"
"biophysics","protein chemistry","1"
"catalysis & applied catalysis","catalysis & enzymology","1"
"catalysis & applied catalysis","protein chemistry","1"
"catalysis & enzymology","chemical biology","1"
"catalysis & enzymology","medical science & disease","1"
"catalysis & enzymology","structural biology","1"
"chemical biology","medical science & disease","8"
"high performance computing","structural biology","1"
"medical science & disease","structural biology","1"
"complexity science","education","12"
"complexity science","social stats., comp. & methods","12"
"education","fuel cell technologies","1"
"education","social stats., comp. & methods","12"
"education","water engineering","12"
"energy efficiency","water engineering","12"
"fuel cell technologies","networks & distributed systems","3"
"fuel cell technologies","transport ops & management","2"
"management & business studies","sustainable energy vectors","4"
"networks & distributed systems","social stats., comp. & methods","12"
"social stats., comp. & methods","sustainable energy vectors","2"
"social stats., comp. & methods","water engineering","12"
"sustainable energy vectors","urban & land management","10"
"human-computer interactions","manufact. enterprise ops& mgmt","10"
"biomaterials","civil engineering materials","3"
"carbon capture & storage","civil engineering materials","5"
"carbon capture & storage","physical organic chemistry","3"
"catalysis & applied catalysis","instrumentation eng. & dev.","13"
"civil engineering materials","gas & solution phase reactions","4"
"civil engineering materials","oil & gas extraction","2"
"design of process systems","eng. dynamics & tribology","3"
"design of process systems","image & vision computing","2"
"design of process systems","materials testing & eng.","4"
"design of process systems","oil & gas extraction","2"
"energy storage","gas & solution phase reactions","5"
"energy storage","materials processing","12"
"eng. dynamics & tribology","gas & solution phase reactions","2"
"eng. dynamics & tribology","physical organic chemistry","2"
"food structure/composition","instrumentation eng. & dev.","3"
"food structure/composition","materials testing & eng.","3"
"fuel cell technologies","med.instrument.device& equip.","4"
"gas & solution phase reactions","oil & gas extraction","2"
"image & vision computing","physical organic chemistry","2"
"materials processing","physical organic chemistry","2"
"materials testing & eng.","physical organic chemistry","2"
"physical organic chemistry","tissue engineering","2"
"acoustics","image & vision computing","3"
"acoustics","instrumentation eng. & dev.","8"
"electronic devices & subsys.","image & vision computing","7"
"information & knowledge mgmt","instrumentation eng. & dev.","6"
"acoustics","energy - nuclear","3"
"design & testing technology","energy - nuclear","5"
"electronic devices & subsys.","energy - nuclear","6"
"acoustics","non-linear systems mathematics","9"
"computer graphics & visual.","urban & land management","4"
"complex fluids & soft solids","fluid dynamics","13"
"aerodynamics","med.instrument.device& equip.","6"
"instrumentation eng. & dev.","lasers & optics","5"
"med.instrument.device& equip.","robotics & autonomy","16"
"chemical structure","lasers & optics","6"
"aerodynamics","design engineering","7"
"continuum mechanics","materials synthesis & growth","9"
"continuum mechanics","solar technology","2"
"materials synthesis & growth","non-linear systems mathematics","9"
"non-linear systems mathematics","solar technology","2"
"continuum mechanics","med.instrument.device& equip.","5"
"development (biosciences)","non-linear systems mathematics","1"
"materials characterisation","med.instrument.device& equip.","25"
"materials characterisation","synthetic biology","4"
"optical devices & subsystems","synthetic biology","1"
"acoustics","combustion","28"
"high performance computing","parallel computing","4"
"building ops & management","transport ops & management","24"
"coastal & waterway engineering","water engineering","10"
"transport ops & management","water engineering","20"
"ground engineering","statistics & appl. probability","5"
"fluid dynamics","heat & mass transfer","10"
"artificial intelligence","sustainable energy networks","4"
"control engineering","food processing","1"
"control engineering","sustainable energy networks","3"
"food processing","fundamentals of computing","1"
"food processing","software engineering","1"
"food processing","sustainable energy networks","1"
"fundamentals of computing","mobile computing","20"
"mobile computing","water engineering","6"
"software engineering","sustainable energy networks","1"
"statistics & appl. probability","sustainable energy networks","4"
"sustainable energy networks","water engineering","26"
"lasers & optics","manufact. enterprise ops& mgmt","5"
"complex fluids & soft solids","light-matter interactions","2"
"light-matter interactions","materials characterisation","4"
"optoelect. devices & circuits","surfaces & interfaces","8"
"assess/remediate contamination","bioenergy","5"
"assess/remediate contamination","manufacturing machine & plant","2"
"assess/remediate contamination","waste management","5"
"manufacturing machine & plant","waste management","4"
"cognitive psychology","image & vision computing","3"
"image & vision computing","vision & senses - ict appl.","22"
"computer graphics & visual.","transport ops & management","5"
"design engineering","particle technology","2"
"manufact. business strategy","manufacturing machine & plant","7"
"building ops & management","psychology","10"
"materials characterisation","non-linear systems mathematics","4"
"continuum mechanics","medical imaging","3"
"economics","energy efficiency","8"
"aerodynamics","energy - nuclear","5"
"aerodynamics","materials testing & eng.","8"
"aerodynamics","materials characterisation","5"
"electronic devices & subsys.","non-linear systems mathematics","3"
"aerodynamics","multiphase flow","5"
"continuum mechanics","energy - nuclear","5"
"energy - nuclear","multiphase flow","4"
"combustion","materials testing & eng.","17"
"energy - nuclear","fluid dynamics","2"
"complex fluids & soft solids","heat & mass transfer","3"
"continuum mechanics","heat & mass transfer","2"
"continuum mechanics","separation processes","1"
"fluid dynamics","separation processes","3"
"image & vision computing","optoelect. devices & circuits","3"
"digital signal processing","sustainable energy networks","2"
"continuum mechanics","materials processing","5"
"electric motor & drive systems","wind power","1"
"algebra & geometry","logic & combinatorics","47"
"mathematical aspects of or","mathematical physics","14"
"mathematical physics","theoretical biology","7"
"numerical analysis","theoretical biology","7"
"algebra & geometry","statistics & appl. probability","42"
"mathematical aspects of or","numerical analysis","15"
"lasers & optics","materials characterisation","4"
"bioelectronic devices","design of process systems","2"
"design of process systems","optical devices & subsystems","5"
"bioelectronic devices","displays","2"
"design & testing technology","design of process systems","7"
"design of process systems","displays","1"
"design of process systems","optical communications","2"
"displays","manufacturing machine & plant","2"
"lasers & optics","quantum optics & information","11"
"aerodynamics","instrumentation eng. & dev.","7"
"civil engineering materials","instrumentation eng. & dev.","3"
"artificial intelligence","biomedical neuroscience","3"
"comput./corpus linguistics","human-computer interactions","2"
"human-computer interactions","medical imaging","2"
"particle technology","plasmas - laser & fusion","1"
"analytical science","lasers & optics","5"
"combustion","microsystems","3"
"combustion","optical phenomena","1"
"biophysics","design & testing technology","3"
"biophysics","materials processing","4"
"condensed matter physics","design & testing technology","1"
"condensed matter physics","materials processing","5"
"design & testing technology","high performance computing","2"
"design & testing technology","solar technology","5"
"energy - nuclear","materials processing","15"
"bioenergy","sustainable energy vectors","12"
"composition","human-computer interactions","3"
"computer graphics & visual.","musical performance","3"
"multimedia","musical performance","3"
"design of process systems","medical imaging","1"
"materials characterisation","medical imaging","4"
"materials processing","medical imaging","2"
"medical imaging","particle technology","1"
"particle technology","reactor engineering","7"
"civil engineering materials","earth engineering","3"
"earth engineering","ground engineering","3"
"ground engineering","wind power","3"
"analytical science","artificial intelligence","3"
"analytical science","human-computer interactions","2"
"analytical science","modelling & simul. of it sys.","2"
"analytical science","software engineering","2"
"artificial intelligence","biophysics","1"
"artificial intelligence","ground engineering","1"
"artificial intelligence","numerical analysis","3"
"biophysics","fundamentals of computing","1"
"biophysics","human-computer interactions","1"
"biophysics","mobile computing","1"
"biophysics","non-linear systems mathematics","2"
"biophysics","statistics & appl. probability","6"
"energy efficiency","image & vision computing","4"
"energy efficiency","modelling & simul. of it sys.","3"
"energy efficiency","numerical analysis","2"
"energy efficiency","statistics & appl. probability","6"
"fundamentals of computing","non-linear systems mathematics","1"
"ground engineering","human-computer interactions","1"
"ground engineering","information & knowledge mgmt","1"
"ground engineering","modelling & simul. of it sys.","2"
"ground engineering","software engineering","1"
"human-computer interactions","non-linear systems mathematics","1"
"human-computer interactions","software engineering","24"
"image & vision computing","software engineering","8"
"mobile computing","non-linear systems mathematics","2"
"mobile computing","software engineering","12"
"numerical analysis","software engineering","1"
"complexity science","electronic devices & subsys.","1"
"complexity science","synthetic biology","9"
"electronic devices & subsys.","water engineering","2"
"power electronics","water engineering","1"
"electronic devices & subsys.","medical imaging","3"
"medical imaging","power electronics","1"
"electric motor & drive systems","energy storage","7"
"biomechanics & rehabilitation","human-computer interactions","14"
"chemical structure","electrochemical science & eng.","10"
"chemical synthetic methodology","eng. dynamics & tribology","1"
"co-ordination chemistry","eng. dynamics & tribology","1"
"eng. dynamics & tribology","materials synthesis & growth","5"
"bioenergy","manufact. enterprise ops& mgmt","7"
"design processes","gas & solution phase reactions","2"
"design processes","surfaces & interfaces","1"
"manufact. enterprise ops& mgmt","surfaces & interfaces","4"
"chemical structure","digital signal processing","6"
"analytical science","robotics & autonomy","4"
"catalysis & applied catalysis","robotics & autonomy","1"
"catalysis & applied catalysis","water engineering","6"
"chemical structure","water engineering","1"
"chemical synthetic methodology","system on chip","2"
"design of process systems","robotics & autonomy","2"
"design of process systems","water engineering","11"
"digital signal processing","particle technology","1"
"digital signal processing","synthetic biology","1"
"digital signal processing","water engineering","1"
"electronic devices & subsys.","system on chip","5"
"manufacturing machine & plant","particle technology","16"
"particle technology","synthetic biology","1"
"particle technology","water engineering","3"
"robotics & autonomy","water engineering","5"
"system on chip","water engineering","1"
"chemical biology","magnetism/magnetic phenomena","1"
"magnetism/magnetic phenomena","optical devices & subsystems","9"
"energy - nuclear","optical devices & subsystems","12"
"artificial intelligence","management & business studies","6"
"computer sys. & architecture","management & business studies","2"
"computer sys. & architecture","social psychology","2"
"management & business studies","social psychology","2"
"modelling & simul. of it sys.","social psychology","2"
"social psychology","software engineering","7"
"electronic devices & subsys.","networks & distributed systems","20"
"computer sys. & architecture","modelling & simul. of it sys.","8"
"information & knowledge mgmt","social psychology","8"
"management & business studies","modelling & simul. of it sys.","2"
"mobile computing","social psychology","3"
"acoustics","energy storage","1"
"aerodynamics","energy storage","1"
"energy storage","high performance computing","2"
"materials processing","sustainable energy vectors","5"
"eng. dynamics & tribology","robotics & autonomy","3"
"materials testing & eng.","robotics & autonomy","4"
"atoms & ions","chemical structure","3"
"atoms & ions","gas & solution phase reactions","3"
"chemical structure","cold atomic species","3"
"cold atomic species","gas & solution phase reactions","6"
"analytical science","co-ordination chemistry","9"
"image & vision computing","music & acoustic technology","8"
"biophysics","optical devices & subsystems","3"
"gas & solution phase reactions","lasers & optics","3"
"gas & solution phase reactions","optical devices & subsystems","5"
"light-matter interactions","plasmas - laser & fusion","10"
"biophysics","drug formulation & delivery","9"
"biophysics","manufacturing machine & plant","5"
"biophysics","medical imaging","3"
"biophysics","rheology","1"
"drug formulation & delivery","rheology","2"
"fluid dynamics","medical imaging","5"
"fluid dynamics","rheology","6"
"manufacturing machine & plant","rheology","4"
"medical imaging","rheology","5"
"carbon capture & storage","electronic devices & subsys.","2"
"electrochemical science & eng.","electronic devices & subsys.","3"
"continuum mechanics","numerical analysis","51"
"continuum mechanics","microsystems","8"
"multiphase flow","non-linear systems mathematics","1"
"electronic devices & subsys.","sustainable energy networks","13"
"materials characterisation","medical science & disease","7"
"med.instrument.device& equip.","particle technology","5"
"particle technology","tissue engineering","2"
"biomaterials","medical imaging","17"
"design engineering","solar technology","1"
"condensed matter physics","quantum optics & information","39"
"artificial intelligence","microsystems","5"
"algebra & geometry","energy efficiency","1"
"energy efficiency","mathematical analysis","1"
"energy efficiency","non-linear systems mathematics","2"
"computational linguistics","human-computer interactions","1"
"computational linguistics","science & technology studies","1"
"artificial intelligence","comput./corpus linguistics","7"
"continuum mechanics","theoretical biology","7"
"mathematical aspects of or","theoretical biology","7"
"fundamentals of computing","new & emerging comp. paradigms","5"
"analytical science","separation processes","2"
"analytical science","sustainable energy vectors","2"
"energy storage","instrumentation eng. & dev.","14"
"catalysis & applied catalysis","control engineering","1"
"control engineering","energy - nuclear","2"
"control engineering","materials processing","5"
"condensed matter physics","light-matter interactions","3"
"analytical science","electrochemical science & eng.","13"
"control engineering","urban & land management","1"
"design & testing technology","urban & land management","15"
"artificial intelligence","population ecology","2"
"chemical structure","population ecology","2"
"complexity science","pollution","2"
"fluid dynamics","medical science & disease","4"
"information & knowledge mgmt","population ecology","6"
"carbon capture & storage","design processes","3"
"analytical science","surfaces & interfaces","3"
"co-ordination chemistry","electrochemical science & eng.","9"
"artificial intelligence","criminology","3"
"artificial intelligence","psychology","2"
"criminal law & criminology","design processes","2"
"criminal law & criminology","human communication in ict","2"
"criminal law & criminology","information & knowledge mgmt","4"
"criminal law & criminology","modelling & simul. of it sys.","4"
"criminology","human communication in ict","2"
"criminology","mobile computing","4"
"design processes","fundamentals of computing","2"
"design processes","mobile computing","14"
"fundamentals of computing","human communication in ict","3"
"human communication in ict","mobile computing","14"
"mobile computing","modelling & simul. of it sys.","9"
"control engineering","design & testing technology","7"
"design & testing technology","intelligent & expert systems","1"
"information & knowledge mgmt","intelligent & expert systems","12"
"intelligent & expert systems","robotics & autonomy","1"
"coastal & waterway engineering","numerical analysis","1"
"artificial intelligence","design & testing technology","2"
"artificial intelligence","energy - marine & hydropower","1"
"building ops & management","soil science","1"
"complexity science","construction ops & management","4"
"complexity science","ground engineering","9"
"complexity science","structural engineering","5"
"construction ops & management","pavement engineering","3"
"construction ops & management","sustainable energy vectors","1"
"construction ops & management","waste management","4"
"energy efficiency","waste management","3"
"ground engineering","transport ops & management","18"
"pavement engineering","soil science","1"
"pavement engineering","sustainable energy networks","1"
"pavement engineering","urban & land management","1"
"soil science","structural engineering","1"
"soil science","sustainable energy vectors","1"
"soil science","urban & land management","1"
"soil science","water engineering","1"
"structural engineering","transport ops & management","8"
"sustainable energy vectors","waste management","3"
"civil engineering materials","environmental economics","3"
"construction ops & management","materials testing & eng.","1"
"environmental economics","structural engineering","3"
"materials testing & eng.","structural engineering","3"
"energy - marine & hydropower","fluid dynamics","8"
"algebra & geometry","medical science & disease","1"
"computer sys. & architecture","microsystems","3"
"design & testing technology","design processes","8"
"complexity science","design processes","3"
"complexity science","human communication in ict","5"
"complexity science","mobile computing","7"
"design engineering","sustainable energy vectors","3"
"design processes","intelligent & expert systems","1"
"design processes","synthetic biology","5"
"energy efficiency","synthetic biology","4"
"human communication in ict","sustainable energy networks","1"
"human communication in ict","synthetic biology","2"
"human-computer interactions","intelligent & expert systems","2"
"human-computer interactions","sustainable energy vectors","2"
"human-computer interactions","water engineering","7"
"information & knowledge mgmt","sustainable energy vectors","4"
"intelligent & expert systems","manufacturing machine & plant","11"
"intelligent & expert systems","synthetic biology","1"
"manufact. enterprise ops& mgmt","mobile computing","4"
"manufacturing machine & plant","mobile computing","3"
"mobile computing","sustainable energy networks","6"
