"optoelect. devices & circuits","synthetic biology","2"
"electronic devices & subsys.","manufacturing machine & plant","64"
"manufact. enterprise ops& mgmt","materials processing","69"
"co-ordination chemistry","design of process systems","1"
"co-ordination chemistry","heat & mass transfer","1"
"design of process systems","heat & mass transfer","47"
"catalysis & applied catalysis","co-ordination chemistry","13"
"human-computer interactions","information & knowledge mgmt","102"
"human-computer interactions","materials testing & eng.","5"
"image & vision computing","information & knowledge mgmt","23"
"image & vision computing","materials testing & eng.","24"
"information & knowledge mgmt","manufacturing machine & plant","26"
"information & knowledge mgmt","med.instrument.device& equip.","36"
"manufacturing machine & plant","med.instrument.device& equip.","33"
"biomedical neuroscience","med.instrument.device& equip.","10"
"cold atomic species","light-matter interactions","14"
"cold atomic species","scattering & spectroscopy","3"
"light-matter interactions","scattering & spectroscopy","10"
"biophysics","high performance computing","20"
"condensed matter physics","magnetism/magnetic phenomena","74"
"high performance computing","quantum optics & information","2"
"magnetism/magnetic phenomena","solar technology","20"
"bioinformatics","tissue engineering","9"
"energy - nuclear","materials characterisation","27"
"manufacturing machine & plant","materials synthesis & growth","72"
"materials characterisation","materials processing","106"
"materials processing","materials synthesis & growth","68"
"materials synthesis & growth","optical devices & subsystems","29"
"optical devices & subsystems","surfaces & interfaces","4"
"biomaterials","energy storage","15"
"biomaterials","fuel cell technologies","15"
"biomaterials","manufacturing machine & plant","33"
"biomaterials","oil & gas extraction","13"
"carbon capture & storage","energy storage","24"
"carbon capture & storage","fuel cell technologies","22"
"carbon capture & storage","manufacturing machine & plant","12"
"carbon capture & storage","materials testing & eng.","18"
"carbon capture & storage","tissue engineering","13"
"energy storage","fuel cell technologies","24"
"energy storage","manufacturing machine & plant","19"
"energy storage","materials testing & eng.","14"
"energy storage","tissue engineering","13"
"eng. dynamics & tribology","instrumentation eng. & dev.","14"
"eng. dynamics & tribology","materials characterisation","23"
"eng. dynamics & tribology","oil & gas extraction","13"
"fuel cell technologies","instrumentation eng. & dev.","15"
"fuel cell technologies","oil & gas extraction","13"
"instrumentation eng. & dev.","manufacturing machine & plant","16"
"instrumentation eng. & dev.","materials testing & eng.","27"
"instrumentation eng. & dev.","tissue engineering","17"
"manufacturing machine & plant","materials testing & eng.","56"
"materials characterisation","materials testing & eng.","50"
"materials characterisation","tissue engineering","28"
"materials testing & eng.","tissue engineering","13"
"analytical science","biomaterials","7"
"analytical science","civil engineering materials","3"
"analytical science","drug formulation & delivery","7"
"analytical science","energy storage","6"
"analytical science","food structure/composition","3"
"analytical science","image & vision computing","8"
"analytical science","manufact. enterprise ops& mgmt","5"
"analytical science","materials synthesis & growth","26"
"analytical science","med.instrument.device& equip.","19"
"analytical science","physical organic chemistry","5"
"biomaterials","carbon capture & storage","15"
"biomaterials","drug formulation & delivery","19"
"biomaterials","eng. dynamics & tribology","13"
"biomaterials","image & vision computing","5"
"biomaterials","materials characterisation","52"
"biomaterials","med.instrument.device& equip.","48"
"biomaterials","tissue engineering","50"
"carbon capture & storage","design engineering","2"
"carbon capture & storage","energy - nuclear","3"
"carbon capture & storage","food structure/composition","2"
"carbon capture & storage","image & vision computing","3"
"carbon capture & storage","manufact. enterprise ops& mgmt","8"
"carbon capture & storage","materials synthesis & growth","19"
"carbon capture & storage","oil & gas extraction","13"
"catalysis & applied catalysis","design engineering","3"
"catalysis & applied catalysis","energy - nuclear","16"
"catalysis & applied catalysis","eng. dynamics & tribology","3"
"catalysis & applied catalysis","gas & solution phase reactions","60"
"catalysis & applied catalysis","materials synthesis & growth","48"
"catalysis & applied catalysis","physical organic chemistry","17"
"civil engineering materials","design engineering","1"
"civil engineering materials","energy - nuclear","3"
"civil engineering materials","eng. dynamics & tribology","4"
"civil engineering materials","fuel cell technologies","5"
"civil engineering materials","image & vision computing","4"
"civil engineering materials","manufact. enterprise ops& mgmt","2"
"civil engineering materials","materials synthesis & growth","4"
"civil engineering materials","med.instrument.device& equip.","3"
"civil engineering materials","physical organic chemistry","2"
"design engineering","drug formulation & delivery","1"
"design engineering","energy storage","3"
"design engineering","food structure/composition","2"
"design engineering","gas & solution phase reactions","1"
"design engineering","instrumentation eng. & dev.","2"
"design engineering","materials characterisation","5"
"design engineering","materials testing & eng.","4"
"design engineering","oil & gas extraction","1"
"design engineering","tissue engineering","1"
"drug formulation & delivery","energy storage","1"
"drug formulation & delivery","food structure/composition","1"
"drug formulation & delivery","gas & solution phase reactions","2"
"drug formulation & delivery","instrumentation eng. & dev.","6"
"drug formulation & delivery","materials characterisation","22"
"drug formulation & delivery","materials testing & eng.","1"
"drug formulation & delivery","oil & gas extraction","1"
"drug formulation & delivery","tissue engineering","21"
"energy - nuclear","eng. dynamics & tribology","3"
"energy - nuclear","fuel cell technologies","4"
"energy - nuclear","image & vision computing","3"
"energy - nuclear","manufact. enterprise ops& mgmt","6"
"energy - nuclear","materials testing & eng.","13"
"energy - nuclear","oil & gas extraction","1"
"energy - nuclear","tissue engineering","1"
"energy storage","food structure/composition","2"
"energy storage","image & vision computing","3"
"energy storage","manufact. enterprise ops& mgmt","6"
"energy storage","materials synthesis & growth","16"
"energy storage","oil & gas extraction","13"
"eng. dynamics & tribology","fuel cell technologies","13"
"eng. dynamics & tribology","manufact. enterprise ops& mgmt","10"
"eng. dynamics & tribology","materials testing & eng.","33"
"eng. dynamics & tribology","tissue engineering","13"
"food structure/composition","image & vision computing","3"
"food structure/composition","manufact. enterprise ops& mgmt","2"
"food structure/composition","materials synthesis & growth","1"
"food structure/composition","med.instrument.device& equip.","3"
"food structure/composition","physical organic chemistry","2"
"fuel cell technologies","gas & solution phase reactions","12"
"fuel cell technologies","manufact. enterprise ops& mgmt","10"
"fuel cell technologies","materials testing & eng.","13"
"fuel cell technologies","tissue engineering","14"
"gas & solution phase reactions","manufact. enterprise ops& mgmt","10"
"gas & solution phase reactions","med.instrument.device& equip.","2"
"gas & solution phase reactions","physical organic chemistry","13"
"image & vision computing","instrumentation eng. & dev.","24"
"image & vision computing","materials characterisation","5"
"image & vision computing","med.instrument.device& equip.","18"
"image & vision computing","tissue engineering","8"
"instrumentation eng. & dev.","materials characterisation","28"
"instrumentation eng. & dev.","oil & gas extraction","13"
"manufact. enterprise ops& mgmt","materials testing & eng.","17"
"manufact. enterprise ops& mgmt","oil & gas extraction","3"
"manufact. enterprise ops& mgmt","tissue engineering","8"
"materials characterisation","oil & gas extraction","13"
"materials synthesis & growth","med.instrument.device& equip.","22"
"materials synthesis & growth","physical organic chemistry","9"
"materials testing & eng.","med.instrument.device& equip.","15"
"med.instrument.device& equip.","oil & gas extraction","4"
"med.instrument.device& equip.","tissue engineering","40"
"oil & gas extraction","tissue engineering","13"
"biophysics","materials characterisation","29"
"digital signal processing","image & vision computing","22"
"digital signal processing","optical devices & subsystems","25"
"image & vision computing","networks & distributed systems","30"
"image & vision computing","optical devices & subsystems","7"
"networks & distributed systems","optical communications","19"
"networks & distributed systems","rf & microwave technology","46"
"optical communications","rf & microwave technology","15"
"artificial intelligence","image & vision computing","57"
"artificial intelligence","rf & microwave technology","20"
"artificial intelligence","human-computer interactions","83"
"artificial intelligence","mobile computing","29"
"human-computer interactions","image & vision computing","44"
"human-computer interactions","networks & distributed systems","58"
"image & vision computing","mobile computing","10"
"med.instrument.device& equip.","mobile computing","4"
"med.instrument.device& equip.","rf & microwave technology","3"
"mobile computing","rf & microwave technology","10"
"electronic devices & subsys.","materials characterisation","33"
"electronic devices & subsys.","optoelect. devices & circuits","37"
"manufacturing machine & plant","materials characterisation","62"
"biomaterials","materials synthesis & growth","40"
"building ops & management","design & testing technology","17"
"building ops & management","networks & distributed systems","9"
"building ops & management","robotics & autonomy","15"
"design & testing technology","networks & distributed systems","2"
"design & testing technology","robotics & autonomy","19"
"digital signal processing","networks & distributed systems","23"
"digital signal processing","urban & land management","1"
"networks & distributed systems","urban & land management","16"
"rf & microwave technology","urban & land management","1"
"development (biosciences)","med.instrument.device& equip.","3"
"lasers & optics","materials testing & eng.","11"
"chemical synthetic methodology","physical organic chemistry","7"
"physical organic chemistry","separation processes","2"
"analytical science","instrumentation eng. & dev.","42"
"complexity science","med.instrument.device& equip.","13"
"complexity science","non-linear systems mathematics","25"
"instrumentation eng. & dev.","med.instrument.device& equip.","26"
"instrumentation eng. & dev.","numerical analysis","2"
"med.instrument.device& equip.","non-linear systems mathematics","13"
"medical science & disease","non-linear systems mathematics","11"
"non-linear systems mathematics","numerical analysis","80"
"chemical structure","gas & solution phase reactions","14"
"condensed matter physics","quantum fluids & solids","16"
"magnetism/magnetic phenomena","quantum fluids & solids","13"
"bioelectronic devices","design & testing technology","2"
"bioelectronic devices","electronic devices & subsys.","13"
"bioelectronic devices","materials synthesis & growth","1"
"bioelectronic devices","optical devices & subsystems","10"
"bioelectronic devices","optoelect. devices & circuits","13"
"design & testing technology","displays","2"
"design & testing technology","lasers & optics","5"
"design & testing technology","optical communications","2"
"design & testing technology","optical phenomena","2"
"design & testing technology","rf & microwave technology","3"
"displays","materials synthesis & growth","1"
"displays","optical devices & subsystems","8"
"displays","optoelect. devices & circuits","8"
"electronic devices & subsys.","lasers & optics","12"
"electronic devices & subsys.","optical communications","13"
"electronic devices & subsys.","optical phenomena","6"
"lasers & optics","materials synthesis & growth","7"
"lasers & optics","optical devices & subsystems","37"
"lasers & optics","optoelect. devices & circuits","30"
"materials synthesis & growth","optical communications","6"
"materials synthesis & growth","rf & microwave technology","23"
"optical communications","optical phenomena","7"
"optical devices & subsystems","optical phenomena","21"
"optical devices & subsystems","rf & microwave technology","16"
"optoelect. devices & circuits","rf & microwave technology","8"
"aerodynamics","continuum mechanics","26"
"combustion","continuum mechanics","12"
"continuum mechanics","high performance computing","12"
"analytical science","chemical structure","26"
"analytical science","optoelect. devices & circuits","17"
"chemical structure","electronic devices & subsys.","10"
"design & testing technology","design engineering","20"
"design engineering","manufact. enterprise ops& mgmt","44"
"analytical science","digital signal processing","15"
"analytical science","information & knowledge mgmt","8"
"artificial intelligence","digital signal processing","17"
"artificial intelligence","information & knowledge mgmt","69"
"digital signal processing","fundamentals of computing","2"
"fundamentals of computing","information & knowledge mgmt","41"
"information & knowledge mgmt","optical devices & subsystems","3"
"digital signal processing","rf & microwave technology","35"
"networks & distributed systems","optical devices & subsystems","7"
"optical communications","vision & senses - ict appl.","1"
"rf & microwave technology","vision & senses - ict appl.","2"
"modelling & simul. of it sys.","software engineering","14"
"networks & distributed systems","software engineering","42"
"software engineering","system on chip","3"
"biomechanics & rehabilitation","materials characterisation","5"
"artificial intelligence","design engineering","13"
"artificial intelligence","fundamentals of computing","50"
"artificial intelligence","software engineering","31"
"control engineering","fundamentals of computing","15"
"control engineering","optical devices & subsystems","4"
"design engineering","electric motor & drive systems","1"
"design engineering","mathematical aspects of or","1"
"design engineering","software engineering","2"
"electric motor & drive systems","mathematical aspects of or","1"
"electric motor & drive systems","software engineering","1"
"fundamentals of computing","optical devices & subsystems","6"
"mathematical aspects of or","software engineering","7"
"optical communications","optoelect. devices & circuits","34"
"optical communications","quantum optics & information","12"
"biophysics","quantum optics & information","8"
"magnetism/magnetic phenomena","materials characterisation","33"
"materials characterisation","quantum fluids & solids","4"
"quantum fluids & solids","quantum optics & information","10"
"continuum mechanics","fluid dynamics","19"
"biophysics","computer graphics & visual.","1"
"biophysics","information & knowledge mgmt","9"
"biophysics","numerical analysis","2"
"complex fluids & soft solids","computer graphics & visual.","1"
"complex fluids & soft solids","design processes","1"
"complex fluids & soft solids","information & knowledge mgmt","9"
"complex fluids & soft solids","materials characterisation","46"
"computer graphics & visual.","condensed matter physics","2"
"computer graphics & visual.","high performance computing","3"
"computer graphics & visual.","magnetism/magnetic phenomena","1"
"computer graphics & visual.","materials synthesis & growth","2"
"computer graphics & visual.","solar technology","1"
"condensed matter physics","information & knowledge mgmt","2"
"condensed matter physics","materials synthesis & growth","41"
"design processes","information & knowledge mgmt","30"
"design processes","materials characterisation","4"
"design processes","numerical analysis","3"
"high performance computing","information & knowledge mgmt","3"
"high performance computing","materials characterisation","15"
"high performance computing","numerical analysis","4"
"information & knowledge mgmt","materials characterisation","5"
"information & knowledge mgmt","numerical analysis","6"
"magnetism/magnetic phenomena","materials synthesis & growth","35"
"materials characterisation","solar technology","28"
"materials synthesis & growth","solar technology","29"
"catalysis & applied catalysis","particle technology","11"
"electrochemical science & eng.","fuel cell technologies","12"
"electrochemical science & eng.","materials synthesis & growth","27"
"energy efficiency","materials processing","15"
"fuel cell technologies","materials synthesis & growth","28"
"chemical structure","materials synthesis & growth","26"
"biomaterials","bioprocess engineering","7"
"chemical synthetic methodology","materials characterisation","23"
"energy efficiency","materials characterisation","14"
"materials processing","particle technology","10"
"electronic devices & subsys.","manufact. enterprise ops& mgmt","37"
"analytical science","electronic devices & subsys.","12"
"analytical science","optical devices & subsystems","22"
"bioelectronic devices","chemical structure","8"
"bioelectronic devices","instrumentation eng. & dev.","2"
"bioelectronic devices","microsystems","4"
"bioelectronic devices","robotics & autonomy","2"
"chemical structure","instrumentation eng. & dev.","17"
"chemical structure","microsystems","4"
"chemical structure","optical phenomena","6"
"chemical structure","robotics & autonomy","3"
"chemical synthetic methodology","electronic devices & subsys.","10"
"chemical synthetic methodology","optical devices & subsystems","3"
"chemical synthetic methodology","optoelect. devices & circuits","4"
"digital signal processing","instrumentation eng. & dev.","8"
"digital signal processing","microsystems","13"
"digital signal processing","optoelect. devices & circuits","16"
"electronic devices & subsys.","instrumentation eng. & dev.","9"
"electronic devices & subsys.","optical devices & subsystems","22"
"instrumentation eng. & dev.","microsystems","7"
"instrumentation eng. & dev.","optical phenomena","2"
"instrumentation eng. & dev.","robotics & autonomy","12"
"lasers & optics","optical phenomena","30"
"microsystems","optical phenomena","10"
"optical devices & subsystems","optoelect. devices & circuits","58"
"optical phenomena","robotics & autonomy","2"
"biochemical engineering","catalysis & applied catalysis","8"
"bioprocess engineering","manufacturing machine & plant","22"
"design processes","manufacturing machine & plant","9"
"catalysis & applied catalysis","solar technology","20"
"design of process systems","fuel cell technologies","19"
"design of process systems","sustainable energy vectors","15"
"fuel cell technologies","microsystems","10"
"fuel cell technologies","solar technology","11"
"gas & solution phase reactions","microsystems","34"
"heat & mass transfer","solar technology","7"
"microsystems","reactor engineering","10"
"microsystems","sustainable energy vectors","10"
"reactor engineering","sustainable energy vectors","8"
"design of process systems","microsystems","38"
"optoelect. devices & circuits","solar technology","28"
"design of process systems","solar technology","12"
"gas & solution phase reactions","solar technology","10"
"microsystems","solar technology","7"
"digital signal processing","optical phenomena","10"
"optical phenomena","optoelect. devices & circuits","23"
"analytical science","networks & distributed systems","4"
"energy efficiency","instrumentation eng. & dev.","6"
"energy efficiency","networks & distributed systems","12"
"energy efficiency","optical devices & subsystems","2"
"instrumentation eng. & dev.","manufact. enterprise ops& mgmt","6"
"instrumentation eng. & dev.","optical communications","2"
"instrumentation eng. & dev.","optoelect. devices & circuits","8"
"lasers & optics","networks & distributed systems","1"
"manufact. enterprise ops& mgmt","networks & distributed systems","13"
"manufact. enterprise ops& mgmt","optical devices & subsystems","11"
"manufacturing machine & plant","optical communications","10"
"manufacturing machine & plant","optoelect. devices & circuits","50"
"biophysics","lasers & optics","10"
"biophysics","plasmas - technological","7"
"lasers & optics","plasmas - technological","7"
"artificial intelligence","bioinformatics","7"
"artificial intelligence","control engineering","23"
"artificial intelligence","modelling & simul. of it sys.","10"
"artificial intelligence","new & emerging comp. paradigms","8"
"artificial intelligence","synthetic biology","2"
"bioinformatics","control engineering","1"
"bioinformatics","fundamentals of computing","5"
"bioinformatics","manufact. enterprise ops& mgmt","1"
"bioinformatics","modelling & simul. of it sys.","1"
"bioinformatics","new & emerging comp. paradigms","4"
"bioinformatics","synthetic biology","3"
"complexity science","design engineering","12"
"complexity science","information & knowledge mgmt","22"
"complexity science","manufacturing machine & plant","6"
"complexity science","networks & distributed systems","24"
"complexity science","research approaches","1"
"control engineering","design engineering","21"
"control engineering","manufacturing machine & plant","30"
"control engineering","networks & distributed systems","20"
"control engineering","research approaches","1"
"design engineering","fundamentals of computing","5"
"design engineering","modelling & simul. of it sys.","6"
"design engineering","new & emerging comp. paradigms","1"
"design engineering","synthetic biology","3"
"fundamentals of computing","manufacturing machine & plant","2"
"fundamentals of computing","networks & distributed systems","55"
"fundamentals of computing","research approaches","1"
"information & knowledge mgmt","manufact. enterprise ops& mgmt","27"
"information & knowledge mgmt","networks & distributed systems","77"
"information & knowledge mgmt","research approaches","1"
"manufact. enterprise ops& mgmt","modelling & simul. of it sys.","8"
"manufact. enterprise ops& mgmt","research approaches","1"
"manufacturing machine & plant","modelling & simul. of it sys.","5"
"manufacturing machine & plant","new & emerging comp. paradigms","1"
"modelling & simul. of it sys.","networks & distributed systems","26"
"modelling & simul. of it sys.","synthetic biology","1"
"networks & distributed systems","research approaches","1"
"new & emerging comp. paradigms","research approaches","1"
"research approaches","synthetic biology","1"
"drug formulation & delivery","med.instrument.device& equip.","35"
"control engineering","synthetic biology","4"
"human-computer interactions","vision & senses - ict appl.","10"
"computer graphics & visual.","vision & senses - ict appl.","5"
"instrumentation eng. & dev.","materials processing","15"
"instrumentation eng. & dev.","plasmas - technological","2"
"materials processing","plasmas - technological","2"
"electronic devices & subsys.","materials synthesis & growth","51"
"materials characterisation","quantum optics & information","20"
"optoelect. devices & circuits","quantum optics & information","30"
"fundamentals of computing","modelling & simul. of it sys.","16"
"networks & distributed systems","power sys man, prot & control","5"
"instrumentation eng. & dev.","physical organic chemistry","13"
"fundamentals of computing","numerical analysis","4"
"mathematical analysis","numerical analysis","57"
"analytical science","design & testing technology","2"
"analytical science","materials characterisation","28"
"design & testing technology","manufact. enterprise ops& mgmt","29"
"design & testing technology","materials synthesis & growth","12"
"instrumentation eng. & dev.","materials synthesis & growth","17"
"materials characterisation","optical devices & subsystems","25"
"manufacturing machine & plant","surfaces & interfaces","10"
"design & testing technology","image & vision computing","7"
"design & testing technology","materials testing & eng.","20"
"electromagnetics","light-matter interactions","1"
"electromagnetics","materials characterisation","6"
"electromagnetics","rf & microwave technology","8"
"light-matter interactions","magnetism/magnetic phenomena","5"
"light-matter interactions","materials synthesis & growth","1"
"light-matter interactions","surfaces & interfaces","5"
"magnetism/magnetic phenomena","surfaces & interfaces","14"
"materials synthesis & growth","surfaces & interfaces","28"
"electromagnetics","materials processing","4"
"manufacturing machine & plant","rf & microwave technology","15"
"materials processing","rf & microwave technology","12"
"bioenergy","design of process systems","13"
"bioenergy","gas & solution phase reactions","4"
"bioenergy","materials synthesis & growth","8"
"bioenergy","reactor engineering","5"
"catalysis & applied catalysis","reactor engineering","29"
"fuel cell technologies","heat & mass transfer","11"
"gas & solution phase reactions","sustainable energy vectors","10"
"materials synthesis & growth","microsystems","15"
"manufacturing machine & plant","physical organic chemistry","4"
"artificial intelligence","lasers & optics","1"
"artificial intelligence","materials processing","3"
"artificial intelligence","medical imaging","6"
"artificial intelligence","optical devices & subsystems","7"
"control engineering","digital signal processing","2"
"control engineering","information & knowledge mgmt","26"
"control engineering","med.instrument.device& equip.","2"
"control engineering","microsystems","1"
"control engineering","optoelect. devices & circuits","3"
"digital signal processing","electrochemical science & eng.","1"
"digital signal processing","lasers & optics","10"
"digital signal processing","medical imaging","2"
"electrochemical science & eng.","information & knowledge mgmt","3"
"electrochemical science & eng.","manufacturing machine & plant","7"
"electrochemical science & eng.","optical devices & subsystems","2"
"electrochemical science & eng.","optoelect. devices & circuits","2"
"information & knowledge mgmt","materials processing","2"
"information & knowledge mgmt","microsystems","19"
"information & knowledge mgmt","optoelect. devices & circuits","5"
"lasers & optics","manufacturing machine & plant","18"
"lasers & optics","microsystems","10"
"manufacturing machine & plant","optical phenomena","5"
"materials processing","med.instrument.device& equip.","19"
"materials processing","optical devices & subsystems","20"
"med.instrument.device& equip.","medical imaging","64"
"med.instrument.device& equip.","optical devices & subsystems","9"
"med.instrument.device& equip.","optoelect. devices & circuits","11"
"medical imaging","microsystems","6"
"medical imaging","optical phenomena","1"
"medical imaging","robotics & autonomy","14"
"microsystems","robotics & autonomy","5"
"artificial intelligence","composition","3"
"artificial intelligence","multimedia","8"
"artificial intelligence","musical performance","3"
"composition","digital signal processing","2"
"composition","image & vision computing","3"
"composition","multimedia","3"
"composition","musical performance","3"
"computer graphics & visual.","human-computer interactions","44"
"computer graphics & visual.","music & acoustic technology","5"
"digital signal processing","human-computer interactions","14"
"digital signal processing","multimedia","3"
"digital signal processing","musical performance","2"
"human-computer interactions","music & acoustic technology","15"
"image & vision computing","multimedia","11"
"image & vision computing","musical performance","3"
"information & knowledge mgmt","music & acoustic technology","6"
"multimedia","music & acoustic technology","4"
"music & acoustic technology","musical performance","3"
"applied arts htp","computer graphics & visual.","2"
"applied arts htp","digital arts htp","2"
"applied arts htp","image & vision computing","2"
"applied arts htp","new media/web-based studies","2"
"biomechanics & rehabilitation","computer graphics & visual.","5"
"biomechanics & rehabilitation","digital arts htp","2"
"biomechanics & rehabilitation","image & vision computing","9"
"biomechanics & rehabilitation","new media/web-based studies","2"
"computer graphics & visual.","digital art & design","4"
"computer graphics & visual.","image & vision computing","40"
"computer graphics & visual.","time-based media htp","2"
"digital art & design","human-computer interactions","4"
"digital art & design","multimedia","3"
"digital art & design","time-based media htp","2"
"digital arts htp","image & vision computing","2"
"digital arts htp","new media/web-based studies","3"
"human-computer interactions","multimedia","12"
"image & vision computing","new media/web-based studies","4"
"multimedia","new media/web-based studies","6"
"new media/web-based studies","time-based media htp","2"
"energy - marine & hydropower","wind power","8"
"artificial intelligence","manufact. enterprise ops& mgmt","7"
"artificial intelligence","robotics & autonomy","28"
"biomechanics & rehabilitation","manufact. enterprise ops& mgmt","4"
"biomechanics & rehabilitation","medical imaging","18"
"biomechanics & rehabilitation","robotics & autonomy","13"
"human-computer interactions","med.instrument.device& equip.","12"
"image & vision computing","medical imaging","11"
"information & knowledge mgmt","medical imaging","15"
"manufact. enterprise ops& mgmt","medical imaging","1"
"med.instrument.device& equip.","networks & distributed systems","7"
"networks & distributed systems","robotics & autonomy","10"
